index,date,members,mean_mse,sample_mse,d_mse,climatology_mse,crps,d_mae,spread_variance,coverage90,anomaly_correlation,mean_anomaly_m2,sample_anomaly_m2,truth_anomaly_m2
378,2020-01-08 12:00:00,16,0.0015952705257798944,0.0018356870245050242,0.002128575019844921,0.0030686845819444634,0.02233642707724859,0.032703523883337526,0.00024041645481318386,0.34529468417167664,0.6953513024393119,0.001229513290903907,0.0014699296725305144,0.0030686845819444634
384,2020-02-07 12:00:00,16,0.0016486429784264003,0.0018843662854702127,0.0021885343814778235,0.0030556519847897467,0.022139074784930823,0.032448290285918224,0.00023572333631844306,0.3388645350933075,0.6791135449331139,0.0012264996433301058,0.0014622230674724407,0.0030556519847897467
390,2020-03-08 12:00:00,16,0.0017232743165283347,0.001961722506189584,0.0022642587171883164,0.003048583683777554,0.023463533993714814,0.03372300523007321,0.00023844820429856468,0.3274180293083191,0.6610547972066749,0.001138608185644332,0.0013770563753055815,0.003048583683777554
396,2020-04-07 12:00:00,16,0.0016765021220997846,0.001900472250445181,0.0022099566193720713,0.0030770835905657907,0.02324151431604249,0.03343541632919056,0.00022397027471854935,0.31848886609077454,0.6766624357678565,0.0011648526577916383,0.0013888229032355572,0.0030770835905657907
402,2020-05-07 12:00:00,16,0.0017177624890765616,0.0019383201322806882,0.0022103556911365844,0.003065936982213671,0.023545953231254302,0.03345270754019469,0.00022055768711607248,0.32064521312713623,0.6647045512514429,0.0011611519931866165,0.001381709870587788,0.003065936982213671
408,2020-06-06 12:00:00,16,0.0015530460866677773,0.0017766747557217064,0.0020586487003750715,0.0030449355964091126,0.022034509852014383,0.03214275762565588,0.00022362858123003708,0.3277437388896942,0.7017868553716737,0.0012869816156687074,0.0015106102847226362,0.0030449355964091126
414,2020-07-06 12:00:00,16,0.0015687893975187145,0.0017874585928512724,0.0020521804121919184,0.0030393963679030862,0.021392717957068985,0.031487017839419984,0.00021866916605792718,0.35902777314186096,0.6963051756079669,0.0013042563409962598,0.001522925419230295,0.0030393963679030862
420,2020-08-05 12:00:00,16,0.0015962391647576098,0.0018130272894255133,0.0020800201175105756,0.003034512422728696,0.021723755483799456,0.03168149574860979,0.0002167882710410565,0.36189937591552734,0.690251387451259,0.0012135789923628524,0.0014303673512278006,0.003034512422728696
426,2020-09-04 12:00:00,16,0.0016148094681375613,0.0018386498513200816,0.0021790114612380107,0.003095769938581491,0.0218560457969883,0.03256887699868716,0.00022384023680936742,0.3543033301830292,0.6941628892125776,0.001236447397009371,0.0014602875459948466,0.003095769938581491
432,2020-10-04 12:00:00,16,0.0014988819309109797,0.0017302149801510557,0.00201958955142333,0.003174850552142477,0.02099286035378356,0.03136779698701608,0.00023133297605349955,0.34934937953948975,0.7311919777615075,0.0015334382903789093,0.001764771222520463,0.003174850552142477
438,2020-11-03 12:00:00,16,0.0015810655382183974,0.0018092213532488078,0.0021373979251175213,0.003231480802782095,0.022043033930288614,0.03268840431105691,0.0002281558003930953,0.33222854137420654,0.7204034972270749,0.0013146981333417463,0.0015428540654706792,0.003231480802782095
444,2020-12-03 12:00:00,16,0.0016267986003587163,0.0018590856512612016,0.0021531865530966467,0.003260566670576677,0.022241688677461235,0.03240754167804538,0.00023228705090248513,0.3430185914039612,0.7103100274643714,0.0014090802450284613,0.001641367413029469,0.003260566670576677
450,2021-01-03 12:00:00,16,0.0015706621541882748,0.0018011961231111447,0.0021435277985707908,0.003275447316612717,0.02213574203280222,0.032742729623796096,0.00023053396892286983,0.32203176617622375,0.7275686318769921,0.0013177727892457445,0.001548306641070092,0.003275447316612717
456,2021-02-02 12:00:00,16,0.00163043486077639,0.001858211510791104,0.002152312763922117,0.0032472670887907715,0.022497418951376913,0.03271385633959989,0.0002277767671132364,0.3311360478401184,0.7102332343362366,0.0012709865429945003,0.0014987631930092143,0.0032472670887907715
462,2021-03-04 12:00:00,16,0.001606784472196943,0.0018412179390159566,0.0021160429017751605,0.0032194447140534367,0.02202316422853734,0.03210135911130374,0.0002344333204458606,0.3397451937198639,0.7135215795633225,0.0012297675117961485,0.0014642007444181171,0.0032194447140534367
468,2021-04-03 12:00:00,16,0.0015693035771307973,0.0017989342480514794,0.002057072788459925,0.003253526707406917,0.02186821965494201,0.032019655827649984,0.0002296306562833668,0.34161198139190674,0.7227720146064477,0.0013560812195700521,0.0015857118904907342,0.003253526707406917
474,2021-05-03 12:00:00,16,0.0016882673619460131,0.0019198452641965345,0.0021915564601452412,0.0032213515463930305,0.022540257299189292,0.03272270140826938,0.00023157791688783663,0.3285524249076843,0.6937354520608173,0.0012297408133330296,0.0014613185984850285,0.0032213515463930305
480,2021-06-02 12:00:00,16,0.0017182961070433714,0.001941253918662178,0.002304911577030617,0.0032399266508124024,0.02266148863464501,0.03355535313548019,0.00022295789944269844,0.33435630798339844,0.6901332831680277,0.001199939122270704,0.0014228971680865555,0.0032399266508124024
486,2021-07-02 12:00:00,16,0.0016012296695874304,0.0018280582899643804,0.0021271684323932384,0.0032341066200495382,0.021704375853803914,0.03231192352680434,0.0002268285911023193,0.3486466705799103,0.7158475348766452,0.0012721510878002764,0.0014989797081772264,0.0032341066200495382
492,2021-08-01 12:00:00,16,0.0016654556329843608,0.0018945769253323806,0.0022772812438701024,0.0032698973150426247,0.02204388329993534,0.03292174451419183,0.00022912124843607392,0.35610443353652954,0.7046613967866109,0.0012678821440657993,0.0014970034364138194,0.0032698973150426247
498,2021-08-31 12:00:00,16,0.0017080291427919044,0.001937968368319245,0.002282979492169617,0.003324586774771138,0.02254240516084649,0.03283842967382111,0.00022993940117512442,0.3368740379810333,0.7014280046297261,0.0012862629820364249,0.0015162022075637658,0.003324586774771138
504,2021-09-30 12:00:00,16,0.001714427640255677,0.0019468146932963353,0.0022883664925964576,0.003304371822643361,0.022819077746393912,0.03331906985991462,0.00023238700912871246,0.3215831220149994,0.697257875023138,0.001413133376186061,0.001645520312128197,0.003304371822643361
510,2021-10-30 12:00:00,16,0.0017243162591811044,0.001957481549001973,0.002242392441696934,0.0033862267343982583,0.02313349246187335,0.03321795920635462,0.00023316530445818365,0.31532612442970276,0.7052202327446084,0.001309379869747585,0.0015425450424699308,0.0033862267343982583
516,2021-11-29 12:00:00,16,0.0017111101220161152,0.0019428347487152678,0.002212033244569219,0.003353420646545405,0.022809411047988393,0.032786661716659005,0.00023172480234693622,0.3294849693775177,0.7049806710671435,0.0012955296907091146,0.001527254551605312,0.003353420646545405
522,2021-12-29 12:00:00,16,0.0017778237264239965,0.0020107685197270895,0.0023340299982144404,0.0034208715032506385,0.023490246206772536,0.033756998509216096,0.00023294512996134496,0.3202856481075287,0.6979081156098519,0.0012880462754348326,0.001520991420033493,0.0034208715032506385
