model,region,channel,mse,mean_bias_mse,amplitude_mse,pattern_mse,prediction_temporal_variance,target_temporal_variance
E,extratropics,vo_16,0.5504561664606366,0.03388374225735236,0.04545653663510095,0.4711158875681833,0.5855236622294067,0.8060085017279686
E,extratropics,vo_17,0.5582469029810156,0.03531962790427279,0.045936214688494195,0.4769910603882486,0.5429015335664353,0.7596735615288706
E,extratropics,vo_18,0.530312797357077,0.03646584702760152,0.03632498535046142,0.457521964979014,0.5237329350140828,0.7049563476735139
E,extratropics,thetao_0,0.0,0.0,0.0,0.0,0.039598701052911196,0.039598701052911196
E,extratropics,thetao_1,0.0008356273656259025,0.0002461016402141674,6.508581232877122e-05,0.0005244399130829634,0.03647152668859893,0.03794138612034256
E,extratropics,thetao_2,0.0015501605399823775,0.00032812635835696133,0.0001559790796104673,0.0010660551020149481,0.028303947489014908,0.02969911140394897
E,extratropics,thetao_3,0.002751427419663957,0.0005410601950525643,0.00026999733924416126,0.0019403698853672315,0.0164391472482551,0.01845256435418638
E,extratropics,thetao_4,0.0036095027391675125,0.0009820216717083311,0.0004111362942460645,0.0022163447732131167,0.007116429480266525,0.009457219758126452
E,extratropics,thetao_5,0.003954969729777378,0.0012193015909241138,0.00043526687925766306,0.0023004012595956016,0.0037483298049199656,0.005535800320941814
E,extratropics,thetao_6,0.004904085447854793,0.0016322128990073795,0.0005947515137896913,0.0026771210350577225,0.003603883115630506,0.005492812371802453
E,extratropics,thetao_7,0.006309310868929679,0.002458916849763046,0.0007057955005436058,0.0031445985186230293,0.004441726947959488,0.00653512936873976
E,extratropics,thetao_8,0.0075765806075374035,0.0032485481925313975,0.000756819017587619,0.0035712133974183866,0.006130227510646907,0.008090758805315923
E,extratropics,thetao_9,0.00822261213216329,0.0035029514148765205,0.000875854179134385,0.0038438065381523876,0.007406914340773308,0.009726109004846197
E,extratropics,thetao_10,0.008258252094240283,0.004195867748333479,0.0008224977765956592,0.003239886569311143,0.006494533002838272,0.008342151528842545
E,extratropics,thetao_11,0.011744001382912716,0.006794495100237256,0.0015103995463761164,0.003439106736299332,0.0043053990498929055,0.007042764431474913
E,extratropics,thetao_12,0.011589047028440309,0.008389118757308097,0.0009213890459020093,0.002278539225230215,0.0019369362164940172,0.0030035216924931135
E,extratropics,thetao_13,0.0039126876670811175,0.002541955450713804,0.00031062610820378186,0.0010601061081635331,0.0012474322028466006,0.0010828113371746247
E,extratropics,thetao_14,0.0028757940075260007,0.0017447454866088344,0.0002883695021464905,0.000842679018770675,0.0012623556798789107,0.0010917947061588307
E,extratropics,thetao_15,0.0026004258340497125,0.0013757497274735368,0.00033605953838999566,0.0008886165681861975,0.0012501973942105349,0.0011643658145543293
E,extratropics,thetao_16,0.004709970812003241,0.0027484867643130404,0.0005682864628362622,0.0013931975848539297,0.0014461521474261232,0.0012577201494336427
E,extratropics,thetao_17,0.005577197959738814,0.003834409959082787,0.0006114819885843701,0.0011313060120716558,0.0014007028400025668,0.0004021371876022739
E,extratropics,thetao_18,0.005266195310309488,0.0037347764261731996,0.0006948700122784084,0.0008365488718578795,0.001310931167569857,0.0001941498164460081
E,extratropics,so_0,0.011700791299461576,0.002680364765787403,0.001572868626471469,0.007447557907202699,0.017652653270969182,0.02250318321814565
E,extratropics,so_1,0.009636958091862198,0.00236062922932547,0.0010562788291325895,0.006220050033404132,0.015365507617349632,0.018910048611717134
E,extratropics,so_2,0.00709471607655097,0.0018098672816824768,0.0009049992616870004,0.004379849533181492,0.0077482184546170734,0.01112342689167923
E,extratropics,so_3,0.005293396166393161,0.0013246412081809006,0.000639220566002749,0.003329534392209507,0.003860728443227585,0.005756070898539643
E,extratropics,so_4,0.005239594978007237,0.0016981509514164051,0.0006432147603311159,0.002898229266259709,0.0026967274407113336,0.004216178441689167
E,extratropics,so_5,0.005135491374888382,0.0015327033659688497,0.0006851211765144732,0.0029176668324050557,0.002423395410930367,0.0038646384564642406
E,extratropics,so_6,0.007081152812029997,0.002239878490652579,0.0011364119076893542,0.003704862413688062,0.002776358356064893,0.005020423413303531
E,extratropics,so_7,0.008360468454940774,0.003091550326481113,0.0011204288939065568,0.004148489234553104,0.0034392449648062533,0.005616857845804635
E,extratropics,so_8,0.007225027788980353,0.003028883253835544,0.0009108988680152112,0.003285245667129592,0.003267839847219737,0.004930135864393053
E,extratropics,so_9,0.0055477061925837574,0.002540536256721786,0.0007273915395908637,0.002279778396271095,0.0024525420264339625,0.0035040721445682146
E,extratropics,so_10,0.004183718123060647,0.0023003197358329956,0.0004851864379788433,0.0013982119492488368,0.001265760865175404,0.0017661517292267219
E,extratropics,so_11,0.006780180925316013,0.004449086096658548,0.0008614901359740687,0.0014696046926834043,0.001060222019285946,0.001911206516367111
E,extratropics,so_12,0.005455964083419351,0.004114552575200269,0.000471778033913036,0.0008696334743060513,0.0009105647839865341,0.00105730073181634
E,extratropics,so_13,0.001614242498641454,0.0010557486080412534,0.00021464160445418067,0.00034385228614602583,0.000530374870525625,0.00033902046565120655
E,extratropics,so_14,0.001267878760660866,0.0006673213832927164,0.00032561423390101233,0.00027494314346706775,0.0005596749027017366,9.706637828344697e-05
E,extratropics,so_15,0.0014802759006199403,0.0007906644983055282,0.00039365016207924987,0.0002959612402351477,0.0006149330826267359,0.0001289985475377099
E,extratropics,so_16,0.0019966483820942175,0.0010684776212352264,0.0004466146974272401,0.00048155606343176587,0.0007871124677994392,0.00023825598770891736
E,extratropics,so_17,0.0064941206270909425,0.004985908688808388,0.0005323597678166855,0.0009758521704658687,0.0012326159557954888,0.0002942142156629995
E,extratropics,so_18,0.0057685940358596635,0.004740847605589958,0.000438324804064514,0.0005894216262052013,0.0008836787145487197,0.00011714786299516924
E,extratropics,zos,0.0,0.0,0.0,0.0,0.007972005707860857,0.007972005707860857
