reference,candidate,region,lead_days,variable,origins,years,bootstrap_draws,reference_rmse,candidate_rmse,candidate_minus_reference_rmse,difference_ci_low,difference_ci_high,rmse_reduction_percent,reduction_ci_low,reduction_ci_high
A-s2718,D-s2718,tropics,25,so,99,9,4000,0.07467603265458052,0.06776741808734013,-0.006908614567240387,-0.007715396589373014,-0.0061421919631677036,9.25144831836031,8.160579628989973,10.408208639311768
A-s2718,D-s2718,tropics,25,sst,99,9,4000,0.03514128911133426,0.03526968077057994,0.00012839165924567741,-5.2906379717816866e-05,0.00027676216433000935,-0.3653584216529726,-0.7870080204723926,0.14852773951826792
A-s2718,D-s2718,tropics,25,thetao,99,9,4000,0.06558313214313012,0.0575605605377663,-0.00802257160536382,-0.008785243396029716,-0.00733303741061768,12.232675298055574,11.22062106731622,13.342739815335069
A-s2718,D-s2718,tropics,25,ts,99,9,4000,0.07027679942460115,0.06287146047152956,-0.007405338953071591,-0.008144247152759996,-0.006735096890357482,10.537387891457206,9.533428345929623,11.614914807539805
A-s2718,D-s2718,tropics,25,uo,99,9,4000,0.5350707882330092,0.503123167056675,-0.03194762117633421,-0.03560272614114644,-0.028593069220824184,5.970727963273125,5.354401663881361,6.614046607183126
A-s2718,D-s2718,tropics,25,vo,99,9,4000,0.539545468146091,0.5127653474009608,-0.026780120745130143,-0.027494001308892298,-0.025918013317639706,4.963459490661304,4.796013005759611,5.092120522226109
A-s2718,D-s2718,tropics,25,zos,99,9,4000,0.029202501329806334,0.02872235146039906,-0.0004801498694072745,-0.0007180924295675622,-0.0002198984159781115,1.644208021719007,0.7493435999561132,2.4589640629170453
A-s2718,D-s2718,tropics,30,so,99,9,4000,0.07524385261585478,0.06875923663533684,-0.006484615980517944,-0.007290843149500556,-0.005732028401750954,8.618133914040914,7.552472050834789,9.749231435204587
A-s2718,D-s2718,tropics,30,sst,99,9,4000,0.03740809480756597,0.03752092893530028,0.0001128341277343084,-5.203854073061193e-05,0.0002772307370407847,-0.30163024424192386,-0.7385798648344013,0.1396111385139494
A-s2718,D-s2718,tropics,30,thetao,99,9,4000,0.06656791937672686,0.05895784703821007,-0.007610072338516793,-0.00837132120831901,-0.00692345804582952,11.432041754901823,10.427023220353973,12.542886642295274
A-s2718,D-s2718,tropics,30,ts,99,9,4000,0.07103845876221866,0.0640463127356104,-0.006992146026608262,-0.007737698957312236,-0.006312414438651649,9.842761439986347,8.849104623758336,10.922297516978546
A-s2718,D-s2718,tropics,30,uo,99,9,4000,0.5414494098117054,0.5118917017724098,-0.029557708039295583,-0.03312033563039524,-0.026100279096568774,5.458997184903125,4.8309338690061585,6.099221840047493
A-s2718,D-s2718,tropics,30,vo,99,9,4000,0.5516354905645199,0.5266733658236412,-0.024962124740878666,-0.02595349218848786,-0.023642308164725866,4.525112174224599,4.2544692510969,4.725098817237274
A-s2718,D-s2718,tropics,30,zos,99,9,4000,0.031243883980005733,0.031005573927501296,-0.00023831005250443682,-0.0004596820023016823,-6.028229167436671e-06,0.7627414461561233,0.019157210204009196,1.4592844470045774
