run,field,zonal_wavenumber,power
diffusion,sample0,31,3.5116544662921734e-06
diffusion,sample0,32,3.618594934687429e-06
diffusion,sample0,33,3.5551654282164506e-06
diffusion,sample0,34,3.530485160302734e-06
diffusion,sample0,35,3.374067585149153e-06
diffusion,sample0,36,3.4423861763042327e-06
diffusion,sample0,37,3.541440963199298e-06
diffusion,sample0,38,3.4358978648702974e-06
diffusion,sample0,39,3.472841956375828e-06
diffusion,sample0,40,3.255902253094169e-06
diffusion,sample0,41,3.3771161079010816e-06
diffusion,sample0,42,3.192216864041734e-06
diffusion,sample0,43,3.2095280934860755e-06
diffusion,sample0,44,3.1733503710715735e-06
diffusion,sample0,45,3.109724343426392e-06
diffusion,sample0,46,3.2154339896002606e-06
diffusion,sample0,47,3.205918913549992e-06
diffusion,sample0,48,3.1457269456657095e-06
diffusion,sample0,49,3.008959701957812e-06
diffusion,sample0,50,3.0385668381107625e-06
diffusion,sample0,51,2.9525627587738545e-06
diffusion,sample0,52,2.940385614379261e-06
diffusion,sample0,53,2.9344387970813624e-06
diffusion,sample0,54,2.891796005417291e-06
diffusion,sample0,55,2.917345943350566e-06
diffusion,sample0,56,2.7979902852181656e-06
diffusion,sample0,57,2.7622397277430133e-06
diffusion,sample0,58,2.8425576216446374e-06
diffusion,sample0,59,2.799152981763816e-06
diffusion,sample0,60,2.7822761933694757e-06
diffusion,sample0,61,2.6634140708104206e-06
diffusion,sample0,62,2.809877444165329e-06
diffusion,sample0,63,2.7243366532004395e-06
diffusion,sample0,64,2.7707215150275313e-06
diffusion,sample0,65,2.6455465338344046e-06
diffusion,sample0,66,2.681205245563043e-06
diffusion,sample0,67,2.614330864473328e-06
diffusion,sample0,68,2.5399419760237676e-06
diffusion,sample0,69,2.5214146216765304e-06
diffusion,sample0,70,2.4974288814275594e-06
diffusion,sample0,71,2.467319845585924e-06
diffusion,sample0,72,2.4229816825854007e-06
diffusion,sample0,73,2.3660311800821206e-06
diffusion,sample0,74,2.327404815226384e-06
diffusion,sample0,75,2.287311135494261e-06
diffusion,sample0,76,2.2369688660838455e-06
diffusion,sample0,77,2.251641803568396e-06
diffusion,sample0,78,2.1820850334084982e-06
diffusion,sample0,79,2.1814938804696366e-06
diffusion,sample0,80,2.209186676135191e-06
diffusion,sample0,81,2.117970097344144e-06
diffusion,sample0,82,2.0399519295614257e-06
diffusion,sample0,83,1.9398400139968496e-06
diffusion,sample0,84,1.8985870871815668e-06
diffusion,sample0,85,1.961666471188419e-06
diffusion,sample0,86,1.8542840351848687e-06
diffusion,sample0,87,1.8626245383666908e-06
diffusion,sample0,88,1.8256772146189033e-06
diffusion,sample0,89,1.851836209383603e-06
diffusion,sample0,90,1.8448333966693082e-06
diffusion,sample0,91,1.7060223151780823e-06
diffusion,sample0,92,1.6728328861067962e-06
diffusion,sample0,93,1.6526886204281043e-06
diffusion,sample0,94,1.5868626251212295e-06
diffusion,sample0,95,1.5206633032853642e-06
diffusion,sample0,96,1.4064861973456883e-06
diffusion,sample0,97,1.3980922785486173e-06
diffusion,sample0,98,1.374688039172414e-06
diffusion,sample0,99,1.3466581047670923e-06
diffusion,sample0,100,1.3175294194375507e-06
diffusion,sample0,101,1.298777656447454e-06
diffusion,sample0,102,1.2572011689897294e-06
diffusion,sample0,103,1.233273862198368e-06
diffusion,sample0,104,1.1833709299947183e-06
diffusion,sample0,105,1.1634536828518478e-06
diffusion,sample0,106,1.1009252031253875e-06
diffusion,sample0,107,1.0699181846904043e-06
diffusion,sample0,108,1.0352585061957374e-06
diffusion,sample0,109,9.983838631126461e-07
diffusion,sample0,110,9.909444090862554e-07
diffusion,sample0,111,9.621595467161686e-07
diffusion,sample0,112,9.457847220830983e-07
diffusion,sample0,113,9.177792897773965e-07
diffusion,sample0,114,8.852082226445917e-07
diffusion,sample0,115,8.604572803567237e-07
diffusion,sample0,116,8.249103469483224e-07
diffusion,sample0,117,8.257623545184351e-07
diffusion,sample0,118,7.954136736492551e-07
diffusion,sample0,119,7.636712844101711e-07
diffusion,sample0,120,7.633279294877179e-07
diffusion,sample0,121,7.281486343551454e-07
diffusion,sample0,122,7.067275045461011e-07
diffusion,sample0,123,6.96967006069049e-07
diffusion,sample0,124,6.773424041467691e-07
diffusion,sample0,125,6.489803965006254e-07
diffusion,sample0,126,6.339505495302718e-07
diffusion,sample0,127,6.077879626358012e-07
diffusion,sample0,128,6.032130510083806e-07
diffusion,sample0,129,5.881226360193383e-07
diffusion,sample0,130,5.627367143698485e-07
diffusion,sample0,131,5.463082195950242e-07
diffusion,sample0,132,5.34906852248984e-07
diffusion,sample0,133,5.360313348228718e-07
diffusion,sample0,134,5.207215279867149e-07
diffusion,sample0,135,5.058642106791974e-07
diffusion,sample0,136,4.943969265599537e-07
diffusion,sample0,137,4.886198709371627e-07
diffusion,sample0,138,4.7305513876965344e-07
diffusion,sample0,139,4.6681853746646743e-07
diffusion,sample0,140,4.591611834363534e-07
diffusion,sample0,141,4.4176034127002555e-07
diffusion,sample0,142,4.278328707317661e-07
diffusion,sample0,143,4.1844900777654884e-07
diffusion,sample0,144,4.1394819757970326e-07
diffusion,sample0,145,4.071665931876397e-07
diffusion,sample0,146,3.9139231530438684e-07
diffusion,sample0,147,3.816918326448403e-07
diffusion,sample0,148,3.7900135514422476e-07
diffusion,sample0,149,3.799339052876744e-07
diffusion,sample0,150,3.670694716208685e-07
diffusion,sample0,151,3.564978422954433e-07
diffusion,sample0,152,3.4896688507115485e-07
diffusion,sample0,153,3.403455074706321e-07
diffusion,sample0,154,3.37047462543408e-07
diffusion,sample0,155,3.354378843049181e-07
diffusion,sample0,156,3.283019218446673e-07
diffusion,sample0,157,3.2385058166509987e-07
diffusion,sample0,158,3.155358078993903e-07
diffusion,sample0,159,3.1119811462532506e-07
diffusion,sample0,160,3.046356636235536e-07
diffusion,sample0,161,3.013105811356915e-07
diffusion,sample0,162,3.0617465095650425e-07
diffusion,sample0,163,2.9223612282394504e-07
diffusion,sample0,164,2.998497740336378e-07
diffusion,sample0,165,2.928842899145479e-07
diffusion,sample0,166,2.93625778827703e-07
diffusion,sample0,167,2.9425095460824075e-07
diffusion,sample0,168,2.902127970851689e-07
diffusion,sample0,169,2.811293061126377e-07
diffusion,sample0,170,2.8463316652538693e-07
diffusion,sample0,171,2.7258724469738175e-07
diffusion,sample0,172,2.752877593320402e-07
diffusion,sample0,173,2.765818452700569e-07
diffusion,sample0,174,2.739051210316893e-07
diffusion,sample0,175,2.687827547391122e-07
diffusion,sample0,176,2.69587879682469e-07
diffusion,sample0,177,2.728450010239618e-07
diffusion,sample0,178,2.6435714416370207e-07
diffusion,sample0,179,2.7013142603335937e-07
diffusion,sample0,180,2.6256110875822306e-07
diffusion,specialist,0,5.083352390184082e-05
diffusion,specialist,1,4.3430673330677024e-05
diffusion,specialist,2,3.559334319911247e-05
diffusion,specialist,3,1.9632307962212295e-05
diffusion,specialist,4,1.672911065537841e-05
diffusion,specialist,5,1.287622157966897e-05
diffusion,specialist,6,1.2717054483312686e-05
diffusion,specialist,7,1.075413727721483e-05
diffusion,specialist,8,8.491759632673162e-06
diffusion,specialist,9,8.275484131338552e-06
diffusion,specialist,10,7.581777257459695e-06
diffusion,specialist,11,6.911550626342985e-06
diffusion,specialist,12,6.1255956450885594e-06
diffusion,specialist,13,5.305424754053596e-06
diffusion,specialist,14,4.906009625600936e-06
diffusion,specialist,15,4.706294815360991e-06
diffusion,specialist,16,4.756167647612338e-06
diffusion,specialist,17,4.302807910080489e-06
diffusion,specialist,18,4.481270856419193e-06
diffusion,specialist,19,4.18089986227056e-06
diffusion,specialist,20,3.935966775776558e-06
diffusion,specialist,21,4.080491290998019e-06
diffusion,specialist,22,3.8585981728598294e-06
diffusion,specialist,23,3.6714742873408185e-06
diffusion,specialist,24,3.4690897270843146e-06
diffusion,specialist,25,3.3536226194211185e-06
diffusion,specialist,26,3.4322385983242586e-06
diffusion,specialist,27,3.116865908963912e-06
diffusion,specialist,28,3.2478496380084287e-06
diffusion,specialist,29,3.102975408979792e-06
diffusion,specialist,30,3.1494274877883367e-06
diffusion,specialist,31,2.8433466821094135e-06
diffusion,specialist,32,2.9577781926519748e-06
diffusion,specialist,33,2.967809611912023e-06
diffusion,specialist,34,2.946357400997252e-06
diffusion,specialist,35,2.7375698265692416e-06
diffusion,specialist,36,2.884944185511637e-06
diffusion,specialist,37,2.9504172816933736e-06
diffusion,specialist,38,2.826256799686007e-06
diffusion,specialist,39,2.8382754322034334e-06
diffusion,specialist,40,2.6572083666665127e-06
diffusion,specialist,41,2.7713797971190053e-06
diffusion,specialist,42,2.631191839860957e-06
diffusion,specialist,43,2.577606033324445e-06
diffusion,specialist,44,2.5178623035784462e-06
diffusion,specialist,45,2.456487260065019e-06
diffusion,specialist,46,2.6091542200470043e-06
diffusion,specialist,47,2.604962968251678e-06
diffusion,specialist,48,2.532623811167249e-06
diffusion,specialist,49,2.4574844735857725e-06
diffusion,specialist,50,2.4428482906180386e-06
diffusion,specialist,51,2.4075807622108425e-06
diffusion,specialist,52,2.3486133911235692e-06
diffusion,specialist,53,2.319846719458687e-06
diffusion,specialist,54,2.379171834448747e-06
diffusion,specialist,55,2.3766578847223253e-06
diffusion,specialist,56,2.2141155206890385e-06
diffusion,specialist,57,2.242805995092489e-06
diffusion,specialist,58,2.337824202535003e-06
diffusion,specialist,59,2.3127465638807096e-06
diffusion,specialist,60,2.2575800759507136e-06
diffusion,specialist,61,2.161297194035054e-06
diffusion,specialist,62,2.3193928290818974e-06
diffusion,specialist,63,2.2169859797366093e-06
diffusion,specialist,64,2.2221032850370287e-06
diffusion,specialist,65,2.1156734904583724e-06
diffusion,specialist,66,2.1776436916601698e-06
diffusion,specialist,67,2.1245487675569484e-06
diffusion,specialist,68,2.0116506433006467e-06
diffusion,specialist,69,2.0143340258374395e-06
diffusion,specialist,70,2.050462044624122e-06
diffusion,specialist,71,1.99800329845191e-06
diffusion,specialist,72,1.9560004508043164e-06
diffusion,specialist,73,1.8885178427366511e-06
diffusion,specialist,74,1.847859552116021e-06
diffusion,specialist,75,1.823232626942132e-06
diffusion,specialist,76,1.7504022345742384e-06
diffusion,specialist,77,1.7734332644088848e-06
diffusion,specialist,78,1.7142992104857854e-06
diffusion,specialist,79,1.6511998786849745e-06
diffusion,specialist,80,1.7344029469835058e-06
diffusion,specialist,81,1.6169450608768785e-06
diffusion,specialist,82,1.5704400626302284e-06
diffusion,specialist,83,1.4855331654567129e-06
diffusion,specialist,84,1.4414945344205387e-06
diffusion,specialist,85,1.5121444284440732e-06
diffusion,specialist,86,1.426371617641729e-06
diffusion,specialist,87,1.4362108985529531e-06
diffusion,specialist,88,1.4089805796399577e-06
diffusion,specialist,89,1.3911328185144117e-06
diffusion,specialist,90,1.3950123113639439e-06
diffusion,specialist,91,1.285244416156693e-06
diffusion,specialist,92,1.2832493705942025e-06
diffusion,specialist,93,1.2607653436678173e-06
diffusion,specialist,94,1.1818969114992283e-06
diffusion,specialist,95,1.1414845823649947e-06
diffusion,specialist,96,1.0116880305893293e-06
diffusion,specialist,97,1.0427987212795242e-06
diffusion,specialist,98,9.94107996587179e-07
diffusion,specialist,99,9.655417434830576e-07
diffusion,specialist,100,9.496676992032487e-07
diffusion,specialist,101,9.197239502760708e-07
diffusion,specialist,102,9.118452400895997e-07
diffusion,specialist,103,9.008042657460926e-07
diffusion,specialist,104,8.378448245366364e-07
diffusion,specialist,105,8.330301756724701e-07
diffusion,specialist,106,7.676260338306825e-07
diffusion,specialist,107,7.713747132187373e-07
diffusion,specialist,108,7.202057115964683e-07
diffusion,specialist,109,6.892679829698785e-07
diffusion,specialist,110,6.794565007035301e-07
diffusion,specialist,111,6.526278981666958e-07
diffusion,specialist,112,6.461928307307911e-07
diffusion,specialist,113,6.214283261301193e-07
diffusion,specialist,114,5.956153007618788e-07
diffusion,specialist,115,5.703960049676001e-07
diffusion,specialist,116,5.453963827725035e-07
diffusion,specialist,117,5.478091742663369e-07
diffusion,specialist,118,5.178029191499146e-07
diffusion,specialist,119,4.97417667028781e-07
diffusion,specialist,120,4.831008567402567e-07
diffusion,specialist,121,4.6004101803268205e-07
diffusion,specialist,122,4.57483802697867e-07
diffusion,specialist,123,4.380313404580132e-07
diffusion,specialist,124,4.299308379434354e-07
diffusion,specialist,125,4.0905541448411975e-07
diffusion,specialist,126,3.9677694444014396e-07
diffusion,specialist,127,3.71846489677502e-07
diffusion,specialist,128,3.6749470676605616e-07
diffusion,specialist,129,3.631187892821357e-07
diffusion,specialist,130,3.4655842065226814e-07
diffusion,specialist,131,3.330059823905057e-07
diffusion,specialist,132,3.2339741857700583e-07
diffusion,specialist,133,3.2070298278792834e-07
diffusion,specialist,134,3.061225365510247e-07
diffusion,specialist,135,2.96914810397039e-07
diffusion,specialist,136,2.847593431357214e-07
diffusion,specialist,137,2.9076750594890714e-07
diffusion,specialist,138,2.7831771748951283e-07
diffusion,specialist,139,2.713355647475169e-07
diffusion,specialist,140,2.6356509553399315e-07
diffusion,specialist,141,2.452774600602817e-07
diffusion,specialist,142,2.443245054212008e-07
diffusion,specialist,143,2.3530332237753873e-07
diffusion,specialist,144,2.3528578841091885e-07
diffusion,specialist,145,2.2157300992471153e-07
diffusion,specialist,146,2.214886671522238e-07
diffusion,specialist,147,2.0740912949094e-07
diffusion,specialist,148,2.059320808640565e-07
diffusion,specialist,149,1.9797818257487073e-07
diffusion,specialist,150,1.972202231300634e-07
diffusion,specialist,151,1.850174037217729e-07
diffusion,specialist,152,1.8589653585551749e-07
diffusion,specialist,153,1.8226685849275407e-07
diffusion,specialist,154,1.7783758249937148e-07
diffusion,specialist,155,1.7969788095818258e-07
diffusion,specialist,156,1.7692290393625307e-07
diffusion,specialist,157,1.676324601635374e-07
diffusion,specialist,158,1.72422683922454e-07
diffusion,specialist,159,1.6280182515532022e-07
diffusion,specialist,160,1.548009249048205e-07
diffusion,specialist,161,1.5285687712992028e-07
diffusion,specialist,162,1.5383247912191985e-07
diffusion,specialist,163,1.4928364545352242e-07
diffusion,specialist,164,1.490512324730243e-07
diffusion,specialist,165,1.4842420370779275e-07
diffusion,specialist,166,1.500126180540154e-07
diffusion,specialist,167,1.4619157324798504e-07
diffusion,specialist,168,1.46663741261185e-07
diffusion,specialist,169,1.4295871879961788e-07
diffusion,specialist,170,1.4631875165957976e-07
diffusion,specialist,171,1.409266273696373e-07
diffusion,specialist,172,1.4001514490736673e-07
diffusion,specialist,173,1.3717124316328057e-07
diffusion,specialist,174,1.3649365273835757e-07
diffusion,specialist,175,1.313914409354856e-07
diffusion,specialist,176,1.3057619058217047e-07
diffusion,specialist,177,1.3529286175008613e-07
diffusion,specialist,178,1.309743553308684e-07
diffusion,specialist,179,1.3226479693933516e-07
diffusion,specialist,180,1.3699321269278694e-07
diffusion,truth,0,0.0001286100411459364
diffusion,truth,1,0.00010677401578578752
diffusion,truth,2,0.00011689641840569338
diffusion,truth,3,5.359378730516877e-05
diffusion,truth,4,4.323629268247072e-05
diffusion,truth,5,3.6487826108736185e-05
diffusion,truth,6,4.313501760651247e-05
diffusion,truth,7,2.756339809569999e-05
diffusion,truth,8,2.2216812264735252e-05
diffusion,truth,9,1.831340435822724e-05
diffusion,truth,10,1.993040140370573e-05
diffusion,truth,11,1.9119849088802775e-05
diffusion,truth,12,1.507891416836835e-05
diffusion,truth,13,1.4093234790374462e-05
diffusion,truth,14,1.3406672382198982e-05
diffusion,truth,15,1.2096556408185049e-05
diffusion,truth,16,9.449979981192754e-06
diffusion,truth,17,8.621665076624494e-06
diffusion,truth,18,9.427614416008849e-06
diffusion,truth,19,9.269705740765838e-06
diffusion,truth,20,8.35028772986287e-06
diffusion,truth,21,8.033070547495914e-06
diffusion,truth,22,8.359181355483415e-06
diffusion,truth,23,6.887802240197154e-06
diffusion,truth,24,6.515747989353679e-06
diffusion,truth,25,5.863005914224416e-06
diffusion,truth,26,6.4781556565371664e-06
diffusion,truth,27,5.876897417375092e-06
diffusion,truth,28,6.118571329157307e-06
diffusion,truth,29,5.501576103593184e-06
diffusion,truth,30,6.303122291929703e-06
diffusion,truth,31,5.289832687103577e-06
diffusion,truth,32,5.537035565041132e-06
diffusion,truth,33,5.388607603396705e-06
diffusion,truth,34,5.184829861632557e-06
diffusion,truth,35,4.750515800360447e-06
diffusion,truth,36,4.769279291181335e-06
diffusion,truth,37,4.825025272428101e-06
diffusion,truth,38,4.983717577331468e-06
diffusion,truth,39,4.9945281727564855e-06
diffusion,truth,40,4.4253180604662235e-06
diffusion,truth,41,4.597789039133155e-06
diffusion,truth,42,4.338662196656793e-06
diffusion,truth,43,4.292300226464478e-06
diffusion,truth,44,4.230488566768224e-06
diffusion,truth,45,4.0961150225535124e-06
diffusion,truth,46,4.2107231896429754e-06
diffusion,truth,47,4.234974046730393e-06
diffusion,truth,48,4.1478393469892436e-06
diffusion,truth,49,3.8806461962439786e-06
diffusion,truth,50,3.82212861689782e-06
diffusion,truth,51,3.81748460819136e-06
diffusion,truth,52,3.6578458373661885e-06
diffusion,truth,53,3.59592409090679e-06
diffusion,truth,54,3.672801962470966e-06
diffusion,truth,55,3.7062247965926464e-06
diffusion,truth,56,3.588447388380091e-06
diffusion,truth,57,3.507733005214261e-06
diffusion,truth,58,3.4944599390657893e-06
diffusion,truth,59,3.4431224295729586e-06
diffusion,truth,60,3.335193931985422e-06
diffusion,truth,61,3.257531861604618e-06
diffusion,truth,62,3.3623642779476313e-06
diffusion,truth,63,3.2865355463858453e-06
diffusion,truth,64,3.2810767838463002e-06
diffusion,truth,65,3.217073955263742e-06
diffusion,truth,66,3.1293709481852403e-06
diffusion,truth,67,3.0956035270112616e-06
diffusion,truth,68,2.913232508080123e-06
diffusion,truth,69,2.93619137026275e-06
diffusion,truth,70,3.003646342442789e-06
diffusion,truth,71,2.842567995879977e-06
diffusion,truth,72,2.769108656202911e-06
diffusion,truth,73,2.749769770200282e-06
diffusion,truth,74,2.807833498376816e-06
diffusion,truth,75,2.7022852890558155e-06
diffusion,truth,76,2.630132801929994e-06
diffusion,truth,77,2.557496203659317e-06
diffusion,truth,78,2.5378722643735573e-06
diffusion,truth,79,2.568707401620379e-06
diffusion,truth,80,2.5407194168111994e-06
diffusion,truth,81,2.3727387496493363e-06
diffusion,truth,82,2.307731554611072e-06
diffusion,truth,83,2.13209296062531e-06
diffusion,truth,84,2.193460355180801e-06
diffusion,truth,85,2.22070755511971e-06
diffusion,truth,86,2.1147388791884584e-06
diffusion,truth,87,2.1053529636976756e-06
diffusion,truth,88,2.095231145092045e-06
diffusion,truth,89,2.0824347012242606e-06
diffusion,truth,90,2.119553266682251e-06
diffusion,truth,91,1.9236300437082393e-06
diffusion,truth,92,1.8779843083807476e-06
diffusion,truth,93,1.8747044994876055e-06
diffusion,truth,94,1.8092140654972876e-06
diffusion,truth,95,1.7292422849631207e-06
diffusion,truth,96,1.6324280223919402e-06
diffusion,truth,97,1.61242123080877e-06
diffusion,truth,98,1.577948721141944e-06
diffusion,truth,99,1.5464968339941943e-06
diffusion,truth,100,1.498958621388764e-06
diffusion,truth,101,1.4474276955446431e-06
diffusion,truth,102,1.443616420433461e-06
diffusion,truth,103,1.353483353711515e-06
diffusion,truth,104,1.328809594202944e-06
diffusion,truth,105,1.3190910956641814e-06
diffusion,truth,106,1.2370409460538637e-06
diffusion,truth,107,1.2012479803804061e-06
diffusion,truth,108,1.1621974240228397e-06
diffusion,truth,109,1.1556546693329754e-06
diffusion,truth,110,1.1174736148783466e-06
diffusion,truth,111,1.103400563742712e-06
diffusion,truth,112,1.0789165438228886e-06
diffusion,truth,113,1.0434591062597415e-06
diffusion,truth,114,9.9411064934968e-07
diffusion,truth,115,9.875391621074288e-07
diffusion,truth,116,9.16473847312003e-07
diffusion,truth,117,9.848038184008435e-07
diffusion,truth,118,9.322214608331878e-07
diffusion,truth,119,8.892913904752072e-07
diffusion,truth,120,8.592615120722439e-07
diffusion,truth,121,8.553591731407327e-07
diffusion,truth,122,8.185553177854081e-07
diffusion,truth,123,8.161542700991184e-07
diffusion,truth,124,7.748620211391797e-07
diffusion,truth,125,7.406779162332628e-07
diffusion,truth,126,7.289229147815168e-07
diffusion,truth,127,6.846753516924684e-07
diffusion,truth,128,6.91305184399775e-07
diffusion,truth,129,6.800889566799969e-07
diffusion,truth,130,6.703143590704221e-07
diffusion,truth,131,6.595621584652632e-07
diffusion,truth,132,6.358731492178846e-07
diffusion,truth,133,6.046671943050113e-07
diffusion,truth,134,6.153504055279792e-07
diffusion,truth,135,6.071866904845786e-07
diffusion,truth,136,5.792801032891306e-07
diffusion,truth,137,5.894503485419626e-07
diffusion,truth,138,5.751606031304908e-07
diffusion,truth,139,5.591289123411813e-07
diffusion,truth,140,5.408327757586377e-07
diffusion,truth,141,5.14774723487626e-07
diffusion,truth,142,5.129293207402037e-07
diffusion,truth,143,5.058038981935375e-07
diffusion,truth,144,5.013950925916704e-07
diffusion,truth,145,4.984307905714909e-07
diffusion,truth,146,4.789647502423048e-07
diffusion,truth,147,4.624855596328336e-07
diffusion,truth,148,4.722924862135888e-07
diffusion,truth,149,4.3060299463108016e-07
diffusion,truth,150,4.2736514041307345e-07
diffusion,truth,151,4.1141679552843763e-07
diffusion,truth,152,4.114392678546414e-07
diffusion,truth,153,4.0647294824504315e-07
diffusion,truth,154,4.1082156186821493e-07
diffusion,truth,155,4.095227216725523e-07
diffusion,truth,156,4.068162189624671e-07
diffusion,truth,157,4.187312735247308e-07
diffusion,truth,158,4.1223934109027294e-07
diffusion,truth,159,3.9470344437960905e-07
diffusion,truth,160,3.7140107735539003e-07
diffusion,truth,161,3.670124165392196e-07
diffusion,truth,162,3.7690803852235906e-07
diffusion,truth,163,3.6639329773481673e-07
diffusion,truth,164,3.9560496936028234e-07
diffusion,truth,165,3.755251803109543e-07
diffusion,truth,166,3.692329437424714e-07
diffusion,truth,167,3.8024742390828767e-07
diffusion,truth,168,3.616697760970579e-07
diffusion,truth,169,3.3937824996092316e-07
diffusion,truth,170,3.7251868627090454e-07
diffusion,truth,171,3.69791579911126e-07
diffusion,truth,172,3.698893656813697e-07
diffusion,truth,173,3.4843645533269926e-07
diffusion,truth,174,3.542713977287057e-07
diffusion,truth,175,3.4370666026768153e-07
diffusion,truth,176,3.568628243087343e-07
diffusion,truth,177,3.5727337352948636e-07
diffusion,truth,178,3.3975739909097076e-07
diffusion,truth,179,3.641062915151369e-07
diffusion,truth,180,3.6769653076334154e-07
